"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean.Temp","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-05","2021","11","05","","13.3","","2.6","","8.0","","10.0","","0.0","","0.4","","0.0","","0.4","","","","17","","57",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-06","2021","11","06","","9.1","","1.2","","5.2","","12.8","","0.0","","0.0","T","0.0","","0.0","T","","","11","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-07","2021","11","07","","10.2","","1.9","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","5","","55",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-08","2021","11","08","","8.6","","-1.2","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","10","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-09","2021","11","09","","12.4","","3.9","","8.2","","9.8","","0.0","","0.0","T","0.0","","0.0","T","","","5","","54",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-10","2021","11","10","","9.7","","-1.8","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","4","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-11","2021","11","11","","8.8","","-0.3","","4.3","","13.7","","0.0","","0.6","","0.0","","0.6","","","","9","","41",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-12","2021","11","12","","9.8","","1.9","","5.9","","12.1","","0.0","","0.0","T","0.0","","0.0","T","","","8","","52",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-13","2021","11","13","","7.7","","-1.4","","3.2","","14.8","","0.0","","3.4","","0.0","","3.4","","","","9","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-14","2021","11","14","","5.6","","2.8","","4.2","","13.8","","0.0","","2.0","","0.0","","2.0","","","","11","","43",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-15","2021","11","15","","12.3","","4.3","","8.3","","9.7","","0.0","","4.1","","0.0","","4.1","","","","17","","80",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-16","2021","11","16","","6.6","","-3.4","","1.6","","16.4","","0.0","","0.0","","0.0","T","0.0","T","","","29","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-17","2021","11","17","","0.8","","-5.7","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-18","2021","11","18","","0.4","","-1.5","","-0.6","","18.6","","0.0","","0.0","","3.8","","3.1","","2","E","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-19","2021","11","19","","1.7","","-6.9","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-20","2021","11","20","","0.8","","-6.8","","-3.0","","21.0","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-21","2021","11","21","","3.6","","-2.4","","0.6","","17.4","","0.0","","1.2","","0.4","","1.6","","6","","10","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-22","2021","11","22","","9.6","","1.8","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","3","","10","","68",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-23","2021","11","23","","7.3","","-2.6","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","27","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-24","2021","11","24","","3.8","","-5.7","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","","","10","","56",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-25","2021","11","25","","7.0","","2.9","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","11","","62",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-26","2021","11","26","","8.5","","-1.1","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","10","","43",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-27","2021","11","27","","4.7","","-1.5","","1.6","","16.4","","0.0","","0.3","","0.0","","0.3","","","","11","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-28","2021","11","28","","6.1","","3.1","","4.6","","13.4","","0.0","","0.2","","0.0","","0.2","","","","11","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-29","2021","11","29","","8.3","","3.0","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","10","","37",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-11-30","2021","11","30","","13.6","","5.9","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","17","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-01","2021","12","01","","12.0","","4.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","10","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-02","2021","12","02","","7.0","","-0.8","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","2","","31",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-03","2021","12","03","","2.4","","-3.3","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-04","2021","12","04","","-0.9","","-6.7","","-3.8","","21.8","","0.0","","0.0","","3.2","","2.1","","2","E","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-05","2021","12","05","","-0.3","","-10.3","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","","","30","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-06","2021","12","06","","-3.1","","-6.3","","-4.7","","22.7","","0.0","","0.0","","3.6","","1.4","","5","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-07","2021","12","07","","-0.7","","-5.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-08","2021","12","08","","3.6","","-6.5","","-1.5","","19.5","","0.0","","0.0","","1.3","","1.5","","7","E","25","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-09","2021","12","09","","-3.6","","-10.4","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-10","2021","12","10","","1.5","","-6.6","","-2.6","","20.6","","0.0","","0.0","","0.0","T","0.0","T","7","","9","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-11","2021","12","11","","8.0","","1.5","","4.8","","13.2","","0.0","","0.0","","0.0","T","0.0","T","7","","22","","72",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-12","2021","12","12","","5.2","","-2.0","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","7","","10","","47",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-13","2021","12","13","","4.4","","-2.2","","1.1","","16.9","","0.0","","3.7","","0.0","","3.7","","7","","9","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-14","2021","12","14","","","M","","M","","M","","M","","M","","M","","M","","M","11","","26","","55",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-15","2021","12","15","","-5.0","","-10.6","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","12","","11","","32",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-16","2021","12","16","","-1.6","","-8.9","","-5.3","","23.3","","0.0","","0.0","","2.6","","2.6","","7","","29","","62",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-17","2021","12","17","","-8.2","","-16.8","","-12.5","","30.5","","0.0","","0.0","","0.0","T","0.0","T","10","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-18","2021","12","18","","-2.7","","-9.1","","-5.9","","23.9","","0.0","","0.0","","7.8","","6.4","","18","","10","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-19","2021","12","19","","-1.0","","-11.7","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","16","","31","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-20","2021","12","20","","-6.6","","-9.3","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","16","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-21","2021","12","21","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","16","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-22","2021","12","22","","0.7","","-8.6","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","16","","9","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-23","2021","12","23","","0.4","","-5.6","","-2.6","","20.6","","0.0","","0.0","","1.5","","1.5","","13","","26","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-24","2021","12","24","","-5.5","","-11.2","","-8.4","","26.4","","0.0","","0.0","","1.1","","0.5","","14","","28","","52",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-25","2021","12","25","","-11.1","","-18.2","","-14.7","","32.7","","0.0","","0.0","","0.4","","0.4","","13","","25","","50",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-26","2021","12","26","","-18.1","","-23.5","","-20.8","","38.8","","0.0","","0.0","","0.0","T","0.0","T","13","","30","","58",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-27","2021","12","27","","-21.6","","-28.3","","-25.0","","43.0","","0.0","","0.0","","0.0","T","0.0","T","13","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-28","2021","12","28","","-17.5","","-22.7","","-20.1","","38.1","","0.0","","0.0","","0.4","","0.4","","13","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-29","2021","12","29","","-16.5","","-23.9","","-20.2","","38.2","","0.0","","0.0","","0.0","T","0.0","T","14","","11","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-30","2021","12","30","","-14.6","","-21.3","","-18.0","","36.0","","0.0","","0.0","","5.0","","5.0","","15","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2021-12-31","2021","12","31","","-16.6","","-27.1","","-21.9","","39.9","","0.0","","0.0","","0.0","T","0.0","T","18","","","M","","M"
﻿"-120.45","50.70","KAMLOOPS A","1163781","2022-01-01","2022","01","01","","-7.6","","-23.2","","-15.4","","33.4","","0.0","","0.0","","0.0","","0.0","","","","8","","62",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-02","2022","01","02","","-2.9","","-7.8","","-5.4","","23.4","","0.0","","3.3","","0.0","T","3.3","","16","E","8","","66",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-03","2022","01","03","","0.8","","-8.5","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","16","","28","","71",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-04","2022","01","04","","-8.5","","-14.3","","-11.4","","29.4","","0.0","","0.0","","0.0","T","0.0","T","13","","26","","68",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-05","2022","01","05","","-14.2","","-18.6","","-16.4","","34.4","","0.0","","0.0","","0.0","T","0.0","T","13","","27","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-06","2022","01","06","","-12.8","","-17.4","","-15.1","","33.1","","0.0","","2.9","","1.0","","3.4","","17","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-07","2022","01","07","","-7.8","","-13.1","","-10.5","","28.5","","0.0","","0.0","","0.0","T","0.0","T","20","","28","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-08","2022","01","08","","-7.7","","-17.9","","-12.8","","30.8","","0.0","","0.0","","0.0","T","0.0","T","20","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-09","2022","01","09","","-5.2","","-11.8","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","20","","10","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-10","2022","01","10","","1.2","","-7.3","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","18","","10","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-11","2022","01","11","","3.6","","-0.1","","1.8","","16.2","","0.0","","0.4","","0.0","","0.4","","16","","10","","58",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-12","2022","01","12","","3.1","","0.6","","1.9","","16.1","","0.0","","3.2","","0.0","","3.2","","16","","10","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-13","2022","01","13","","3.6","","0.8","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","11","","11","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-14","2022","01","14","","3.6","","0.8","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","7","","11","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-15","2022","01","15","","4.4","","-2.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","1","","11","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-16","2022","01","16","","2.7","","-2.2","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-17","2022","01","17","","3.2","","-2.5","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-18","2022","01","18","","5.2","","-1.2","","2.0","","16.0","","0.0","","0.3","","0.0","","0.3","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-19","2022","01","19","","0.4","","-2.8","","-1.2","","19.2","","0.0","","0.0","","2.8","","4.6","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-20","2022","01","20","","2.1","","-1.8","","0.2","","17.8","","0.0","","0.0","","0.2","","0.2","","4","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-21","2022","01","21","","3.2","","-4.5","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-22","2022","01","22","","-1.4","","-8.7","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-23","2022","01","23","","0.0","","-2.4","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-24","2022","01","24","","1.3","","-5.7","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-25","2022","01","25","","-0.2","","-5.2","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-26","2022","01","26","","-0.6","","-2.6","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-27","2022","01","27","","-0.6","","-6.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-28","2022","01","28","","-1.7","","-8.2","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-29","2022","01","29","","0.4","","-5.1","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","2","","9","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-30","2022","01","30","","2.1","","-1.3","","0.4","","17.6","","0.0","","0.0","","0.0","T","0.0","T","2","","10","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-01-31","2022","01","31","","4.5","","-4.5","","0.0","","18.0","","0.0","","2.6","","5.0","","2.6","","4","","27","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-01","2022","02","01","","1.1","","-7.9","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","3","","28","","60",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-02","2022","02","02","","-7.6","","-12.5","","-10.1","","28.1","","0.0","","0.0","","5.1","","2.4","","3","","25","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-03","2022","02","03","","-2.7","","-10.3","","-6.5","","24.5","","0.0","","0.0","","2.4","","0.7","","12","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-04","2022","02","04","","1.4","","-5.8","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","11","","11","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-05","2022","02","05","","3.6","","-7.1","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","11","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-06","2022","02","06","","5.3","","-3.0","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","10","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-07","2022","02","07","","11.9","","-1.7","","5.1","","12.9","","0.0","","0.0","","0.0","","","M","9","","10","","52",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-08","2022","02","08","","4.2","","-2.5","","0.9","","17.1","","0.0","","0.0","","0.0","","","M","4","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-09","2022","02","09","","5.4","","-1.3","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-10","2022","02","10","","6.1","","-2.0","","2.1","","15.9","","0.0","","0.0","T","0.0","","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-11","2022","02","11","","5.5","","-2.9","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-12","2022","02","12","","3.0","","-7.2","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-13","2022","02","13","","4.1","","-6.7","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-14","2022","02","14","","3.9","","-1.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-15","2022","02","15","","7.4","","1.1","","4.3","","13.7","","0.0","","0.5","","0.0","","0.5","","1","","29","","56",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-16","2022","02","16","","9.6","","-0.7","","4.5","","13.5","","0.0","","0.0","T","0.0","","0.0","T","0","T","29","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-17","2022","02","17","","5.1","","-1.7","","1.7","","16.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-18","2022","02","18","","8.8","","-1.0","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-19","2022","02","19","","12.1","","-1.4","","5.4","","12.6","","0.0","","0.8","","0.0","","0.8","","","","34","","80",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-20","2022","02","20","","7.1","","0.0","","3.6","","14.4","","0.0","","0.0","","0.0","T","0.0","T","","","28","","37",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-21","2022","02","21","","1.2","","-9.7","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","","","28","","69",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-22","2022","02","22","","-5.8","","-12.8","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","","","28","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-23","2022","02","23","","-5.5","","-13.6","","-9.6","","27.6","","0.0","","0.0","","0.4","","0.4","","0","T","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-24","2022","02","24","","-0.9","","-13.0","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-25","2022","02","25","","0.4","","-11.4","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-26","2022","02","26","","4.4","","-7.3","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","7","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-27","2022","02","27","","7.4","","0.6","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","10","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-02-28","2022","02","28","","4.9","","1.7","","3.3","","14.7","","0.0","","1.9","","0.0","","1.9","","","","11","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-01","2022","03","01","","9.1","","1.4","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","8","","37",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-02","2022","03","02","","7.9","","0.1","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","9","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-03","2022","03","03","","10.4","","0.4","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","27","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-04","2022","03","04","","10.9","","-2.3","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","28","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-05","2022","03","05","","10.7","","-1.7","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-06","2022","03","06","","11.3","","-4.0","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-07","2022","03","07","","10.9","","-1.7","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","31","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-08","2022","03","08","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","29","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-09","2022","03","09","","3.5","","-8.2","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","","","28","","44",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-10","2022","03","10","","5.8","","-7.5","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","14","","31",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-11","2022","03","11","","3.0","","-1.5","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","","","10","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-12","2022","03","12","","6.1","","-0.8","","2.7","","15.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-13","2022","03","13","","10.4","","1.8","","6.1","","11.9","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-14","2022","03","14","","16.0","","7.3","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","17","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-15","2022","03","15","","12.9","","4.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","10","","45",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-16","2022","03","16","","13.8","","-2.5","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","20","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-17","2022","03","17","","6.9","","3.0","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","","","10","","42",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-18","2022","03","18","","10.4","","1.6","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","10","","41",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-19","2022","03","19","","14.1","","3.6","","8.9","","9.1","","0.0","","0.0","T","0.0","","0.0","T","","","25","","59",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-20","2022","03","20","","10.5","","-4.2","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","22","","40",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-21","2022","03","21","","14.8","","2.8","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","10","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-22","2022","03","22","","11.6","","5.4","","8.5","","9.5","","0.0","","1.6","","0.0","","1.6","","","","11","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-23","2022","03","23","","20.0","","4.3","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","9","","65",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-24","2022","03","24","","12.5","","-0.2","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","28","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-25","2022","03","25","","15.2","","5.3","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-26","2022","03","26","","14.2","","4.7","","9.5","","8.5","","0.0","","0.6","","0.0","","0.6","","","","10","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-27","2022","03","27","","10.9","","5.4","","8.2","","9.8","","0.0","","1.5","","0.0","","1.5","","","","10","","31",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-28","2022","03","28","","15.0","","3.9","","9.5","","8.5","","0.0","","0.7","","0.0","","0.7","","","","28","","54",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-29","2022","03","29","","17.6","","-1.9","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","","9","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-30","2022","03","30","","11.0","","3.3","","7.2","","10.8","","0.0","","0.2","","0.0","","0.2","","","","31","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-03-31","2022","03","31","","","M","","M","","M","","M","","M","0.0","T","0.0","","0.0","T","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-04-01","2022","04","01","","14.1","","-2.7","","5.7","","12.3","","0.0","","0.0","T","0.0","","0.0","T","","","8","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-04-02","2022","04","02","","15.2","","2.9","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","21","","54",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-04-03","2022","04","03","","17.1","","5.6","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","24","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-04-04","2022","04","04","","13.9","","5.8","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","21","","73",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-04-05","2022","04","05","","11.9","","1.2","","6.6","","11.4","","0.0","","0.9","","0.0","","0.9","","","","32","","54",""
