Interval Start Date/Time,Net Consumption (kWh)
2024-01-15 0:00,31.64
2024-01-16 0:00,27.96
2024-01-17 0:00,17.53
2024-01-18 0:00,18.6
2024-01-19 0:00,17.38
2024-01-20 0:00,13.11
2024-01-21 0:00,18.86
2024-01-22 0:00,13.39
2024-01-23 0:00,11.75
2024-01-24 0:00,10.28
2024-01-25 0:00,11.83
2024-01-26 0:00,12.12
2024-01-27 0:00,17.94
2024-01-28 0:00,13.53
2024-01-29 0:00,9.52
2024-01-30 0:00,9
2024-01-31 0:00,12.91
2024-02-01 0:00,10.48
2024-02-02 0:00,10.85
2024-02-03 0:00,13.24
2024-02-04 0:00,15.78
2024-02-05 0:00,12.11
2024-02-06 0:00,11.03
2024-02-07 0:00,13.78
